"","district","postcode","n","per_of_district","per_of_postcode"
"452","KOGARAH","2209",1682,2.83475183281368,21.459556009186
"453","KOGARAH","2222",105,0.176961321311199,1.42740619902121
"454","LAKE MACQUARIE","2283",13845,31.7044127413039,100
"455","LAKE MACQUARIE","2264",10183,23.3186012961139,100
"456","LAKE MACQUARIE","2284",6956,15.9289198287114,100
"457","LAKE MACQUARIE","2265",4112,9.41629073255628,100
"458","LAKE MACQUARIE","2285",2673,6.12104696695596,15.4589092591522
"459","LAKE MACQUARIE","2259",2453,5.61725709313243,6.7209162145871
"460","LAKE MACQUARIE","2267",1801,4.12420710343722,100
"461","LAKE MACQUARIE","2282",1079,2.47086033570725,12.8666825661817
"462","LAKE MACQUARIE","2278",465,1.0648285969452,35.632183908046
"463","LAKE MACQUARIE","2323",102,0.233575305136367,0.733549083063646
"464","LANE COVE","2066",20113,39.3754894283477,94.5737527624959
"465","LANE COVE","2111",9864,19.3108848864526,100
"466","LANE COVE","2113",5927,11.6033672670321,32.6250894479
"467","LANE COVE","2112",5544,10.8535630383712,25.1474190329311
"468","LANE COVE","2110",4932,9.65544244322631,100
"469","LANE COVE","2065",4504,8.8175411119812,17.7616531272182
"470","LANE COVE","2067",196,0.38371182458888,1.04410824632431
"471","LEPPINGTON","2179",10951,29.4018149599957,99.9270006387444
"472","LEPPINGTON","2171",9678,25.9839982816947,75.2215140680864
"473","LEPPINGTON","2170",4347,11.6710519250389,7.31055127644546
"474","LEPPINGTON","2558",4093,10.9890995006175,100
"475","LEPPINGTON","2565",3181,8.54051441765559,20.9662536250989
"476","LEPPINGTON","2566",2230,5.98722010417226,19.6250990055443
"477","LEPPINGTON","2557",1466,3.93599312677871,15.6140164021728
"478","LEPPINGTON","2178",747,2.00558449229447,32.56320836966
"479","LEPPINGTON","2168",552,1.48203833968748,3.33897894991532
"480","LEPPINGTON","2559",1,0.00268485206465124,0.06635700066357
"481","LISMORE","2480",28319,54.0047293947138,99.204792265116
"482","LISMORE","2484",10554,20.1266257294329,84.3577651666533
"483","LISMORE","2372",4285,8.17155497921355,100
"484","LISMORE","2474",4103,7.82447843167169,100
"485","LISMORE","2469",2021,3.85407528891262,53.5222457627119
"486","LISMORE","2476",770,1.46840077806171,100
"487","LISMORE","2482",658,1.25481521034364,16.7643312101911
"488","LISMORE","2475",335,0.638849689156718,100
"489","LISMORE","2371",284,0.541591975285099,23.9460370994941
"490","LISMORE","2470",249,0.474846485373203,2.83276450511945
"491","LISMORE","2471",240,0.457683359395858,13.7772675086108
"492","LISMORE","4383",182,0.347076547541859,100
"493","LISMORE","2479",110,0.209771539723102,3.96968603392277
"494","LISMORE","4380",109,0.207864525725619,100
"495","LISMORE","2472",87,0.165910217780999,5.71240971766251
"496","LISMORE","4377",74,0.141119035813723,100
"497","LISMORE","2477",42,0.0800945878942751,0.588895120583287
"498","LISMORE","4375",16,0.0305122239597239,100
"499","LIVERPOOL","2170",19195,45.1944810698813,32.2811207157512
"500","LIVERPOOL","2168",15980,37.6247880956866,96.6610210500847
"501","LIVERPOOL","2177",4110,9.67696364663778,67.7435305752431
"502","LIVERPOOL","2171",3187,7.50376718779431,24.7707135084719
"503","LONDONDERRY","2760",19478,41.0097692437258,100
"504","LONDONDERRY","2747",14394,30.3057099545225,56.1519856440665
"505","LONDONDERRY","2765",8931,18.8036887316827,34.0358231707317
"506","LONDONDERRY","2753",3071,6.46580764695974,28.5143918291551
"507","LONDONDERRY","2749",1036,2.18123631463702,14.3549951503395
"508","LONDONDERRY","2748",294,0.61899949469429,23.1678486997636
"509","LONDONDERRY","2762",291,0.612683173319859,3.0130461793332
"510","LONDONDERRY","2770",1,0.00210544045814384,0.00390670781732234
"511","MACQUARIE FIELDS","2565",11991,28.6893482629917,79.0337463749011
"512","MACQUARIE FIELDS","2566",9132,21.8489807637094,80.3661005016281
"513","MACQUARIE FIELDS","2564",6331,15.1473825246435,100
"514","MACQUARIE FIELDS","2174",5554,13.2883529524356,100
"515","MACQUARIE FIELDS","2170",4614,11.039333907551,7.75957754532306
"516","MACQUARIE FIELDS","2167",4165,9.96506842760073,100
"517","MACQUARIE FIELDS","2179",8,0.0191405876160398,0.072999361255589
"518","MACQUARIE FIELDS","2171",1,0.00239257345200498,0.0077724234416291
"519","MAITLAND","2320",15220,35.73189341472,71.2013473053892
"520","MAITLAND","2323",13057,30.6538326094612,93.9014742898238
"521","MAITLAND","2322",8478,19.903744570959,65.3309701780072
"522","MAITLAND","2321",5585,13.1118675900927,51.2385321100917
"523","MAITLAND","2324",170,0.399107876511328,0.88523224328265
"524","MAITLAND","2326",58,0.1361662166921,1.50610231108803
"525","MAITLAND","2334",27,0.0633877215635638,1.49667405764967
"526","MANLY","2095",14424,25.2972745448806,100
"527","MANLY","2093",12081,21.1880458802483,99.9917232246317
"528","MANLY","2099",11969,20.9916166824512,48.3517815302577
"529","MANLY","2096",8609,15.0987407485355,100
"530","MANLY","2094",3676,6.44708688484338,100
"531","MANLY","2100",3220,5.64733943666912,24.2982191367341
"532","MANLY","2092",3039,5.32989582237188,100
"533","MAROUBRA","2035",19544,38.3674591177683,100
"534","MAROUBRA","2036",18244,35.8153870315475,100
"535","MAROUBRA","2019",9435,18.5221539488408,100
"536","MAROUBRA","2032",3179,6.2407978169968,34.4868735083532
"537","MAROUBRA","2034",532,1.0443864229765,3.79945722039709
"538","MAROUBRA","2018",5,0.0098156618700799,0.0390777647518562
"539","MIRANDA","2228",11548,25.309020776716,83.912222060747
"540","MIRANDA","2224",8039,17.6185675462435,100
"541","MIRANDA","2234",6136,13.447882878934,48.9548428275092
"542","MIRANDA","2226",5937,13.0117471727886,100
"543","MIRANDA","2232",4238,9.28815639519593,20.6489962970181
"544","MIRANDA","2227",3825,8.38301043219076,52.3255813953488
"545","MIRANDA","2229",3709,8.12878057333216,19.4463377549415
"546","MIRANDA","2225",2196,4.81283422459893,100
"547","MONARO","2620",25986,44.5125815789924,95.0788481943581
"548","MONARO","2630",6435,11.0227992942668,100
"549","MONARO","2627",5549,9.5051302694462,100
"550","MONARO","2622",4057,6.94941674232173,95.078509491446
"551","MONARO","2619",3945,6.75756693331506,100
"552","MONARO","2621",3376,5.78290138577228,98.3110075713454
"553","MONARO","2632",2972,5.09087171756967,98.9347536617843
"554","MONARO","2628",1914,3.27857620034601,100
"555","MONARO","2625",806,1.38063344695867,100
"556","MONARO","2629",756,1.29498621079498,88.1118881118881
"557","MONARO","2631",751,1.28642148717861,100
"558","MONARO","2623",438,0.750269788793916,100
"559","MONARO","2626",389,0.6663354973535,100
"560","MONARO","2633",374,0.640641326504394,100
"561","MONARO","2580",362,0.620085989825108,1.67763462786171
"562","MONARO","2624",191,0.327172442145292,100
"563","MONARO","2581",78,0.133609688415355,3.80487804878049
"564","MOUNT DRUITT","2770",25596,65.7690528804152,99.9960932921827
"565","MOUNT DRUITT","2761",6858,17.6216660671155,57.3267575022988
"566","MOUNT DRUITT","2766",6464,16.6092810524693,95.5788851101582
"567","MURRAY","2680",15607,25.0928501374664,100
"568","MURRAY","2710",7231,11.6259626670097,100
"569","MURRAY","2705",6695,10.7641847677541,99.5539033457249
"570","MURRAY","2731",5801,9.32681640593598,100
"571","MURRAY","2711",2614,4.20277505345917,100
"572","MURRAY","2714",2512,4.0387800054665,100
"573","MURRAY","2713",2355,3.78635625512485,100
"574","MURRAY","2648",1912,3.07410325256845,99.4279771190848
"575","MURRAY","2732",1693,2.72199623776066,100
"576","MURRAY","2675",1452,2.33451774201328,100
"577","MURRAY","3644",1394,2.2412656558998,100
"578","MURRAY","2712",1307,2.10138752672959,100
"579","MURRAY","2738",1245,2.00170426226345,100
"580","MURRAY","2681",1234,1.98401852179366,100
"581","MURRAY","2707",1149,1.84735598179977,100
"582","MURRAY","2717",1069,1.71873241474669,100
"583","MURRAY","2715",1050,1.68818431757159,100
"584","MURRAY","2739",960,1.54348280463688,100
"585","MURRAY","2716",894,1.43736836181809,100
"586","MURRAY","2706",811,1.30392141100053,100
"587","MURRAY","2737",618,0.993617055484991,100
"588","MURRAY","2652",503,0.808720677846198,11.7743445692884
"589","MURRAY","2703",477,0.76691801855395,100
"590","MURRAY","2733",439,0.70582182420374,100
"591","MURRAY","2734",311,0.500024116918822,100
"592","MURRAY","2736",260,0.418026592922488,100
"593","MURRAY","2735",231,0.371400549865749,100
"594","MURRAY","2669",182,0.292618615045742,10.8982035928144
"595","MURRAY","2700",60,0.096467675289805,1.57687253613666
"596","MURRAY","2665",55,0.0884287023489879,2.34942332336608
"597","MURRAY","2646",49,0.0787819348200074,0.869256696824552
"598","MURRAY","2878",20,0.0321558917632683,4.739336492891
"599","MURRAY","2647",7,0.0112545621171439,0.252707581227437
"600","MYALL LAKES","2430",24211,41.1457802250093,99.9628406275805
"601","MYALL LAKES","2428",23916,40.644437646579,100
"602","MYALL LAKES","2429",6222,10.574079738962,93.5639097744361
"603","MYALL LAKES","2423",2814,4.78229835831549,99.7165131112686
"604","MYALL LAKES","2312",934,1.58730158730159,100
"605","MYALL LAKES","2424",537,0.912613439380035,98.7132352941177
"606","MYALL LAKES","2422",130,0.220930627782876,3.03525566191922
"607","MYALL LAKES","2426",78,0.132558376669726,16.4556962025316
"608","NEWCASTLE","2300",12345,21.6910020557693,100
"609","NEWCASTLE","2304",10384,18.2453920896807,100
"610","NEWCASTLE","2303",7446,13.0831268778662,99.9865717738687
"611","NEWCASTLE","2291",7184,12.6227751128916,90.1606425702811
"612","NEWCASTLE","2295",4682,8.2265914641646,100
"613","NEWCASTLE","2293",3001,5.27296048354506,100
"614","NEWCASTLE","2302",2475,4.34874281798535,100
"615","NEWCASTLE","2292",2246,3.94637429058387,99.8666073810582
"616","NEWCASTLE","2294",1499,2.63384464006466,100
"617","NEWCASTLE","2296",1494,2.62505930103843,100
"618","NEWCASTLE","2289",1263,2.21917663802646,12.3472480203343
"619","NEWCASTLE","2298",1151,2.02238504383884,22.1601848286484
"620","NEWCASTLE","2297",1079,1.89587616186109,100
"621","NEWCASTLE","2318",419,0.736211410398327,5.93820861678005
"622","NEWCASTLE","2322",211,0.370741306907034,1.62595361023349
"623","NEWCASTLE","2305",34,0.0597403053783845,0.507084265473527
"624","NEWTOWN","2042",14015,21.8796346889392,100
"625","NEWTOWN","2016",11393,17.786277417844,100
"626","NEWTOWN","2008",9022,14.0847709000078,99.8450641876937
"627","NEWTOWN","2049",8663,13.524315041761,98.8588382973867
"628","NEWTOWN","2043",7380,11.5213488408399,99.8376623376623
"629","NEWTOWN","2048",4739,7.39832956053392,99.726430976431
"630","NEWTOWN","2050",4304,6.71922566544376,55.635987590486
"631","NEWTOWN","2204",2078,3.24408711263758,11.6728457476688
"632","NEWTOWN","2015",2007,3.13324486769183,16.1946259985476
"633","NEWTOWN","2017",231,0.360627585668566,0.95771144278607
"634","NEWTOWN","2203",98,0.152993521192725,1.06730559790895
"635","NEWTOWN","2000",96,0.14987120443369,0.155154022691276
"636","NEWTOWN","2010",18,0.0281008508313168,0.0567125618324459
"637","NEWTOWN","2040",9,0.0140504254156584,0.0644329896907216
"638","NEWTOWN","2037",2,0.0031223167590352,0.0156298843388559
"639","NORTH SHORE","2088",18897,29.0031463433351,99.9894174294936
"640","NORTH SHORE","2060",16040,24.6182180953112,98.9695810452274
"641","NORTH SHORE","2065",11482,17.6225922799478,45.2795961826642
"642","NORTH SHORE","2089",7738,11.8762949888727,76.8802781917536
"643","NORTH SHORE","2061",6208,9.52804849973141,100
"644","NORTH SHORE","2090",4788,7.348630189548,48.5450674237048
"645","NORTH SHORE","2087",2,0.00306960325377945,0.0376222723852521
"646","NORTHERN TABLELANDS","2350",18556,32.0013796671553,100
"647","NORTHERN TABLELANDS","2360",8805,15.1849616280072,100
"648","NORTHERN TABLELANDS","2400",6776,11.6857808053807,100
"649","NORTHERN TABLELANDS","2370",5361,9.24549452444598,99.2226540810661
"650","NORTHERN TABLELANDS","2354",3220,5.55316030007761,95.3791469194313
"651","NORTHERN TABLELANDS","2365",2973,5.12718806587911,100
"652","NORTHERN TABLELANDS","2358",2388,4.11830645856687,100
"653","NORTHERN TABLELANDS","2402",1535,2.64723635422954,100
"654","NORTHERN TABLELANDS","2404",1366,2.35578166767267,100
"655","NORTHERN TABLELANDS","2371",902,1.55557471759938,76.0539629005059
"656","NORTHERN TABLELANDS","2406",744,1.28309045442787,100
"657","NORTHERN TABLELANDS","2361",684,1.17961541778046,100
"658","NORTHERN TABLELANDS","2369",597,1.02957661464172,100
"659","NORTHERN TABLELANDS","2359",579,0.998534103647495,95.2302631578947
"660","NORTHERN TABLELANDS","2409",564,0.972665344485643,100
"661","NORTHERN TABLELANDS","2403",437,0.753643183581961,100
"662","NORTHERN TABLELANDS","2399",402,0.693282745537639,100
"663","NORTHERN TABLELANDS","2405",376,0.648443562990428,100
"664","NORTHERN TABLELANDS","2347",345,0.594981460722601,19.6805476326298
"665","NORTHERN TABLELANDS","2453",248,0.427696818142623,10.1059494702526
"666","NORTHERN TABLELANDS","2401",237,0.408726394757265,100
"667","NORTHERN TABLELANDS","2408",190,0.327670949383461,100
"668","NORTHERN TABLELANDS","2410",179,0.308700525998103,100
"669","NORTHERN TABLELANDS","2440",143,0.246615504009658,0.985255615268017
"670","NORTHERN TABLELANDS","2398",118,0.203500905406571,99.1596638655462
"671","NORTHERN TABLELANDS","2390",70,0.120720876088644,1.10062893081761
"672","NORTHERN TABLELANDS","2411",65,0.112097956368026,100
"673","NORTHERN TABLELANDS","4385",58,0.100025868759162,100
"674","NORTHERN TABLELANDS","2397",35,0.0603604380443218,8.31353919239905
"675","NORTHERN TABLELANDS","2833",20,0.0344916788824696,3.3500837520938
"676","NORTHERN TABLELANDS","2387",12,0.0206950073294818,8.82352941176471
"677","OATLEY","2210",17193,37.990542690472,94.7533755855608
"678","OATLEY","2223",11633,25.7048789110836,100
"679","OATLEY","2222",7251,16.0221849036592,98.5725938009788
"680","OATLEY","2209",5237,11.5719462612692,66.815514161776
"681","OATLEY","2221",2712,5.99257557009015,33.1824299522819
"682","OATLEY","2220",1230,2.71787166342584,5.90069561045814
"683","ORANGE","2800",28137,56.1392657621708,99.7235513024987
"684","ORANGE","2870",8006,15.9736632083001,100
"685","ORANGE","2871",6041,12.0530726256983,98.8383507853403
"686","ORANGE","2866",1682,3.35594573024741,88.8536714210248
"687","ORANGE","2804",1510,3.01276935355148,76.2626262626263
"688","ORANGE","2869",932,1.85953711093376,76.4561115668581
"689","ORANGE","2865",606,1.20909816440543,100
"690","ORANGE","2875",596,1.18914604948125,78.1127129750983
"691","ORANGE","2806",540,1.07741420590583,100
"692","ORANGE","2864",521,1.03950518754988,100
"693","ORANGE","2867",381,0.760175578611333,92.7007299270073
"694","ORANGE","2868",324,0.646448523543496,72.972972972973
"695","ORANGE","2876",314,0.626496408619314,100
"696","ORANGE","2874",287,0.572625698324022,77.9891304347826
"697","ORANGE","2798",172,0.34317637669593,14.1331142152835
"698","ORANGE","2805",29,0.0578611332801277,8.57988165680473
"699","ORANGE","2799",21,0.0418994413407821,0.698602794411178
"700","ORANGE","2795",12,0.0239425379090184,0.0446760982874162
"701","ORANGE","2877",6,0.0119712689545092,0.182260024301337
"702","ORANGE","2810",3,0.00598563447725459,0.108303249097473
"703","OXLEY","2440",14371,27.7293250492031,99.014744384732
"704","OXLEY","2446",7464,14.4020375873114,92.6629422718808
"705","OXLEY","2448",7054,13.6109288773974,100
"706","OXLEY","2447",5044,9.73256666538031,100
"707","OXLEY","2431",4883,9.42191178173118,100
"708","OXLEY","2454",4461,8.60764867055146,99.642617824436
"709","OXLEY","2441",2532,4.8855786670783,100
"710","OXLEY","2455",2339,4.5131787133871,100
"711","OXLEY","2453",1746,3.36896538417011,71.1491442542787
"712","OXLEY","2449",1343,2.59136340832787,100
"713","OXLEY","2429",428,0.825840311812604,6.43609022556391
"714","OXLEY","2444",157,0.302936749893876,0.443214860401434
"715","OXLEY","2439",4,0.00771813375525798,0.173611111111111
"716","PARRAMATTA","2150",27552,34.4684364600796,97.9417724218833
"717","PARRAMATTA","2127",14062,17.5920134110641,100
"718","PARRAMATTA","2151",7587,9.49158055395701,62.8635346756152
"719","PARRAMATTA","2142",7326,9.16506117546976,46.9615384615385
"720","PARRAMATTA","2115",5987,7.48992919158306,100
"721","PARRAMATTA","2145",5969,7.46741061375635,13.9127799920751
"722","PARRAMATTA","2116",4148,5.18928115695449,100
"723","PARRAMATTA","2128",2515,3.14634573523157,100
"724","PARRAMATTA","2141",2292,2.8673655766007,14.8397539656847
"725","PARRAMATTA","2117",1864,2.33192383716566,17.2385092018866
"726","PARRAMATTA","2114",632,0.790652288137713,4.25417339795369
"727","PENRITH","2750",32111,64.8287975450214,100
"728","PENRITH","2747",11240,22.6924008721635,43.8480143559335
"729","PENRITH","2749",6181,12.4788015828151,85.6450048496605
"730","PITTWATER","2101",10793,25.7835642618251,98.5482103725347
"731","PITTWATER","2107",7244,17.3053033922599,100
"732","PITTWATER","2103",6734,16.0869565217391,100
"733","PITTWATER","2106",5108,12.202580028667,100
"734","PITTWATER","2102",4717,11.268514094601,100
"735","PITTWATER","2104",2405,5.74534161490683,100
"736","PITTWATER","2108",1864,4.45293836598184,100
"737","PITTWATER","2084",1725,4.12087912087912,99.8841922408801
"738","PITTWATER","2105",1253,2.9933110367893,100
"739","PITTWATER","2097",12,0.0286669851887243,0.167434072833822
"740","PITTWATER","2085",4,0.00955566172957477,0.0728199526670308
"741","PITTWATER","2080",1,0.00238891543239369,0.0942507068803016
"742","PORT MACQUARIE","2444",35266,66.7802836637694,99.5567851395986
"743","PORT MACQUARIE","2443",6749,12.7800185574429,100
"744","PORT MACQUARIE","2445",4440,8.40765778560473,100
"745","PORT MACQUARIE","2427",2868,5.43089246151224,100
"746","PORT MACQUARIE","2439",2300,4.35531822227272,99.8263888888889
"747","PORT MACQUARIE","2446",591,1.11912742146225,7.33705772811918
"748","PORT MACQUARIE","2426",396,0.749872180878259,83.5443037974684
"749","PORT MACQUARIE","2898",190,0.359787157492094,100
"750","PORT MACQUARIE","2430",9,0.017042549565415,0.037159372419488
"751","PORT STEPHENS","2324",18875,32.6150815593033,98.2868152468236
"752","PORT STEPHENS","2315",15068,26.0367708045341,100
"753","PORT STEPHENS","2318",6637,11.4684130494885,94.06179138322
"754","PORT STEPHENS","2317",5599,9.67479955764446,100
"755","PORT STEPHENS","2316",5246,9.0648327343102,100
"756","PORT STEPHENS","2319",4169,7.20382914017141,100
"757","PORT STEPHENS","2321",965,1.66747304395908,8.85321100917431
"758","PORT STEPHENS","2322",729,1.25967652750899,5.6176311936503
"759","PORT STEPHENS","2320",573,0.990116118330108,2.68057634730539
"760","PORT STEPHENS","2423",8,0.0138236107271219,0.283486888731396
"761","PORT STEPHENS","2425",3,0.00518385402267072,0.215827338129496
"762","PROSPECT","2145",22201,46.9991743760188,51.7469640817658
"763","PROSPECT","2164",9819,20.786671465165,76.051429014019
"764","PROSPECT","2147",5907,12.5050278383471,32.9981565275683
"765","PROSPECT","2146",4581,9.69790630226306,50.7815098104423
"766","PROSPECT","2148",2832,5.99530029426085,8.43032774685202
"767","PROSPECT","2176",1537,3.25380527975951,9.07427087023261
"768","PROSPECT","2165",282,0.596989647945466,1.44134934832609
"769","PROSPECT","2766",77,0.163007811673053,1.13854798166494
"770","PROSPECT","2175",1,0.0021169845671825,0.0735835172921266
"771","RIVERSTONE","2763",11212,25.1294349687339,85.1328777524677
"772","RIVERSTONE","2762",9367,20.9942398637291,96.9869538206668
"773","RIVERSTONE","2765",6964,15.6084003855033,26.5396341463415
"774","RIVERSTONE","2155",6761,15.1534168590448,21.5923607562596
"775","RIVERSTONE","2769",5952,13.3402066476903,100
"776","RIVERSTONE","2768",4361,9.77430127529865,45.7127882599581
"777","ROCKDALE","2216",18285,32.4024029345572,100
"778","ROCKDALE","2205",14778,26.187733692474,100
"779","ROCKDALE","2217",11012,19.5140968616541,54.1955804911659
"780","ROCKDALE","2219",8772,15.544647445553,100
"781","ROCKDALE","2207",3584,6.35111906576173,27.0510981960903
"782","RYDE","2122",16960,27.090920707942,100
"783","RYDE","2112",16502,26.3593380614657,74.8525809670689
"784","RYDE","2114",14224,22.7205929333589,95.7458266020463
"785","RYDE","2113",12240,19.551466359977,67.3749105521
"786","RYDE","2121",1649,2.63401699571912,9.27446569178853
"787","RYDE","2118",1028,1.64206759951441,8.02874101843174
"788","RYDE","2093",1,0.00159734202287394,0.0082767753683165
"789","SHELLHARBOUR","2529",15594,37.4522660134015,99.5149968091895
"790","SHELLHARBOUR","2530",12976,31.1645891875015,79.8916389607191
"791","SHELLHARBOUR","2528",11558,27.7589643826404,85.097923722574
"792","SHELLHARBOUR","2527",1509,3.62418041645652,11.3586751975913
"793","SOUTH COAST","2540",32396,53.492288894026,92.8385155466399
"794","SOUTH COAST","2539",17771,29.3434827119316,100
"795","SOUTH COAST","2541",8043,13.2806049998349,45.9889073131683
"796","SOUTH COAST","2538",2021,3.33707605429147,100
"797","SOUTH COAST","2536",314,0.518476932730095,1.68753694846026
"798","SOUTH COAST","2622",17,0.0280704071860242,0.398406374501992
"799","STRATHFIELD","2140",13737,22.1671776666129,95.2305025996534
"800","STRATHFIELD","2135",13642,22.0138776827497,99.9560375146542
"801","STRATHFIELD","2134",12432,20.0613199935453,99.9839150715779
"802","STRATHFIELD","2132",5089,8.21203808294336,100
"803","STRATHFIELD","2133",5028,8.1136033564628,95.0652297220647
"804","STRATHFIELD","2136",4672,7.53913183798612,100
"805","STRATHFIELD","2194",3354,5.41229627238987,22.0788624843657
"806","STRATHFIELD","2191",2973,4.79748265289656,100
"807","STRATHFIELD","2131",1000,1.61368404066484,6.76406926406926
"808","STRATHFIELD","2193",31,0.05002420526061,0.304339289220499
"809","STRATHFIELD","2046",11,0.0177505244473132,0.0709082704828209
"810","STRATHFIELD","2137",1,0.00161368404066484,0.00666000666000666
"811","SUMMER HILL","2204",15724,30.7915246935339,88.3271542523312
"812","SUMMER HILL","2131",13784,26.9925194845886,93.2359307359307
"813","SUMMER HILL","2203",9084,17.7887439783809,98.932694402091
"814","SUMMER HILL","2130",4906,9.60717502839463,100
"815","SUMMER HILL","2193",4220,8.26381545450985,41.4294129196937
"816","SUMMER HILL","2045",2987,5.84929307171112,100
"817","SUMMER HILL","2133",261,0.51110327811068,4.93477027793534
"818","SUMMER HILL","2049",99,0.193866760662672,1.12975008558713
"819","SUMMER HILL","2044",1,0.00195825010770376,0.0175746924428823
"820","SWANSEA","2280",13791,32.2928862454924,98.7116169207644
"821","SWANSEA","2281",9516,22.2825832435723,100
"822","SWANSEA","2259",9406,22.0250081955697,25.7712751383637
"823","SWANSEA","2262",8016,18.7701962253548,75.2888137503522
"824","SWANSEA","2290",1974,4.62230131597434,10.2941176470588
"825","SWANSEA","2282",3,0.00702477403643516,0.0357739088957787
"826","SYDNEY","2000",61778,43.7087873213528,99.8448459773087
"827","SYDNEY","2010",31721,22.4430451393802,99.9432874381675
"828","SYDNEY","2011",22681,16.0471204188482,100
"829","SYDNEY","2009",12169,8.6097353898401,97.4689627553064
"830","SYDNEY","2021",11032,7.80529220319796,99.6297299738102
"831","SYDNEY","2007",1924,1.36125654450262,20.8835341365462
"832","SYDNEY","2025",21,0.0148577897268997,0.363258951738454
"833","SYDNEY","2033",14,0.00990519315126645,0.179648402412421
"834","TAMWORTH","2340",33811,60.297107393801,99.9940851151924
"835","TAMWORTH","2380",7180,12.8045083282805,100
"836","TAMWORTH","2343",4003,7.13878089667225,100
"837","TAMWORTH","2346",2050,3.65588329707173,100
"838","TAMWORTH","2352",1594,2.8426721831865,100
"839","TAMWORTH","2347",1407,2.50918429218533,80.2624073017684
"840","TAMWORTH","2341",1170,2.08652851588972,100
"841","TAMWORTH","2381",1127,2.00984413453651,89.2319873317498
"842","TAMWORTH","2339",727,1.29650105218105,100
"843","TAMWORTH","2353",640,1.14134893176873,100
"844","TAMWORTH","2355",553,0.986196811356422,100
"845","TAMWORTH","2344",480,0.856011698826551,100
"846","TAMWORTH","2342",453,0.807861040767557,100
"847","TAMWORTH","2345",365,0.650925562649356,100
"848","TAMWORTH","2354",155,0.27642044441274,4.59123222748815
"849","TAMWORTH","2379",132,0.235403217177301,56.4102564102564
"850","TAMWORTH","2338",114,0.203302778471306,9.32134096484056
"851","TAMWORTH","2382",84,0.149802047294646,5.78911095796003
"852","TAMWORTH","2359",29,0.0517173734707708,4.76973684210526
"853","TERRIGAL","2251",20830,44.1192044563997,100
"854","TERRIGAL","2260",14425,30.5530256497151,99.9792070973108
"855","TERRIGAL","2250",7513,15.9129900662953,16.46937612346
"856","TERRIGAL","2257",4444,9.41266176688624,22.1679054222577
"857","TERRIGAL","2261",1,0.00211806070361977,0.00295796728488183
"858","THE ENTRANCE","2261",32509,68.2876108053607,96.1605584642234
"859","THE ENTRANCE","2250",11302,23.7407049531572,24.7753079924591
"860","THE ENTRANCE","2258",2577,5.41318321220014,89.5413481584434
"861","THE ENTRANCE","2259",1215,2.55219930260891,3.32894953148118
"862","THE ENTRANCE","2260",3,0.00630172667310843,0.0207929026892154
"863","TWEED","2486",19502,36.3017013514017,100
"864","TWEED","2485",12194,22.6983358772942,100
"865","TWEED","2487",11280,20.9969844756338,100
"866","TWEED","2489",5118,9.52682327538066,100
"867","TWEED","2488",2340,4.35575741781765,100
"868","TWEED","2484",1957,3.64282789173895,15.6422348333467
"869","TWEED","2483",983,1.8297904024422,14.1887990762125
"870","TWEED","2490",348,0.647779308290831,100
"871","UPPER HUNTER","2330",13003,24.1866780751846,99.946195234435
"872","UPPER HUNTER","2333",8789,16.3482822120124,100
"873","UPPER HUNTER","2337",5637,10.4852960324399,100
"874","UPPER HUNTER","2422",4153,7.72493071185432,96.9647443380808
"875","UPPER HUNTER","2320",4093,7.61332564498428,19.1476422155689
"876","UPPER HUNTER","2420",3083,5.73464035267201,100
"877","UPPER HUNTER","2335",2856,5.31240118301371,63.2418069087688
"878","UPPER HUNTER","2329",1908,3.54904112646714,96.9512195121951
"879","UPPER HUNTER","2321",1721,3.2012053347222,15.7889908256881
"880","UPPER HUNTER","2328",1706,3.17330406800469,100
"881","UPPER HUNTER","2336",1678,3.12122170346534,100
"882","UPPER HUNTER","2425",1387,2.57993712914566,99.7841726618705
"883","UPPER HUNTER","2421",1241,2.30836479976191,100
"884","UPPER HUNTER","2338",1109,2.06283365264783,90.6786590351594
"885","UPPER HUNTER","2311",813,1.51224865608899,100
"886","UPPER HUNTER","2415",352,0.654749725637544,100
"887","UPPER HUNTER","2324",159,0.295753427205595,0.827952509893772
"888","UPPER HUNTER","2850",31,0.0576626178828519,0.214949382887256
"889","UPPER HUNTER","2325",17,0.0316214356131768,0.095591542959964
"890","UPPER HUNTER","2331",15,0.027901266717509,100
"891","UPPER HUNTER","2424",7,0.0130205911348375,1.28676470588235
"892","UPPER HUNTER","2340",2,0.00372016889566786,0.00591488480761837
"893","UPPER HUNTER","2354",1,0.00186008444783393,0.0296208530805687
"894","VAUCLUSE","2026",21002,34.3546038964226,84.2878356142393
"895","VAUCLUSE","2027",7657,12.5251500826068,100
"896","VAUCLUSE","2030",7491,12.2536109793401,100
"897","VAUCLUSE","2029",7012,11.4700734464201,100
"898","VAUCLUSE","2023",6267,10.2514190371812,100
"899","VAUCLUSE","2025",5760,9.42207972780658,99.6367410482615
"900","VAUCLUSE","2028",4879,7.98095954721672,100
"901","VAUCLUSE","2022",1065,1.7421032830059,8.11552236531281
"902","WAGGA WAGGA","2650",37143,71.4659534758432,98.8292579091611
"903","WAGGA WAGGA","2720",5449,10.484289919766,99.9633094844983
"904","WAGGA WAGGA","2652",2104,4.04825582513998,49.250936329588
"905","WAGGA WAGGA","2656",1569,3.01887518519231,99.6823379923761
